지점명,월,노장해발고도,평균기온,최고기온,최저기온,일최다강수량,1시간최다강수량,10분최다강수량,합계 일조시간,일조율,월평균강수량,월별강수량편차,시도시군구
영천,9,96.12,20.96666667,30.8,10.71666667,59.9,18.03333333,5.366666667,113.1833333,30.58666667,138.1166667,99.3,영천시
영천,10,96.12,14.36666667,27.38333333,1.05,40.28333333,8.2,2.516666667,162.9666667,46.58333333,65.05,139.2,영천시
영천,11,96.12,8.3,23.0,-4.35,20.66666667,0.0,0.0,143.0,46.30333333,32.36666667,35.6,영천시
영천,12,96.12,1.383333333,15.51666667,-10.53333333,15.68333333,0.0,0.0,144.5833333,47.75166667,27.85,105.2,영천시
완도,1,35.37,3.5,15.26666667,-6.366666667,22.15,0.0,0.0,144.2333333,45.8,43.73333333,92.3,완도군
완도,2,35.37,4.833333333,16.56666667,-4.65,21.93333333,0.0,0.0,145.7,47.16333333,37.71666667,48.6,완도군
완도,3,35.37,9.916666667,22.38333333,-0.383333333,35.66666667,0.0,0.0,180.0333333,48.47333333,106.2666667,145.9,완도군
완도,4,35.37,13.78333333,24.78333333,2.95,58.35,14.28333333,4.1,176.1166667,44.96333333,121.8666667,113.6,완도군
완도,5,35.37,18.35,28.25,8.8,71.05,17.53333333,5.6,183.0,42.28166667,173.9666667,306.6,완도군
완도,6,35.37,22.16666667,30.7,14.91666667,70.23333333,23.75,9.166666667,167.85,38.76333333,201.5666667,266.9,완도군
완도,7,35.37,25.36666667,32.7,19.76666667,84.51666667,26.36666667,9.616666667,119.7166667,27.18333333,269.5166667,385.2,완도군
완도,8,35.37,27.06666667,34.21666667,20.55,85.13333333,32.48333333,10.73333333,147.3,37.87833333,162.6833333,310.8,완도군
완도,9,35.37,22.88333333,30.75,14.9,67.53333333,24.26666667,8.916666667,122.0833333,33.83333333,186.6833333,167.8,완도군
완도,10,35.37,17.2,27.08333333,7.866666667,47.3,12.56666667,3.766666667,191.1333333,54.41666667,69.68333333,193.3,완도군
완도,11,35.37,11.95,22.83333333,1.3,23.33333333,0.0,0.0,145.4333333,46.61,45.76666667,106.7,완도군
완도,12,35.37,5.266666667,16.38333333,-5.15,15.76666667,0.0,0.0,129.9666667,42.25166667,33.51666667,75.4,완도군
울진,1,49.32,1.866666667,14.36666667,-10.1,14.53333333,0.0,0.0,179.7333333,58.22666667,31.86666667,95.8,울진군
울진,2,49.32,3.35,17.33333333,-7.55,16.65,0.116666667,0.116666667,171.7,56.535,31.63333333,62.4,울진군
울진,3,49.32,8.766666667,23.23333333,-2.4,25.95,0.0,0.0,188.0666667,50.695,69.73333333,110.3,울진군
울진,4,49.32,12.71666667,29.01666667,1.633333333,27.71666667,6.6,2.116666667,197.4666667,50.04333333,79.71666667,131.4,울진군
울진,5,49.32,17.06666667,32.4,5.833333333,28.51666667,6.2,2.033333333,212.5833333,48.46166667,61.98333333,134.6,울진군
울진,6,49.32,20.43333333,32.61666667,12.8,43.96666667,12.66666667,4.716666667,183.4,41.68,95.26666667,117.1,울진군
울진,7,49.32,23.8,33.71666667,17.2,76.26666667,21.61666667,8.183333333,148.5166667,33.20833333,205.5,404.5,울진군
울진,8,49.32,25.08333333,35.23333333,17.96666667,69.11666667,23.98333333,10.48333333,144.7333333,34.43166667,202.3833333,150.8,울진군
울진,9,49.32,20.76666667,29.41666667,12.18333333,84.26666667,18.35,6.033333333,133.2,35.91666667,185.2833333,145.3,울진군
울진,10,49.32,14.93333333,26.06666667,4.266666667,106.3333333,37.95,10.63333333,163.0166667,46.735,251.3833333,659.4,울진군
울진,11,49.32,10.1,22.36666667,-2.116666667,47.23333333,0.0,0.0,172.1666667,56.13833333,75.8,182.5,울진군
울진,12,49.32,3.266666667,16.9,-9.333333333,18.33333333,0.0,0.0,179.4166667,59.81166667,31.03333333,138.3,울진군
원주,1,150.11,-1.966666667,10.71666667,-14.16666667,11.96666667,0.0,0.0,163.1333333,52.98666667,16.83333333,58.0,원주시
원주,2,150.11,0.916666667,14.05,-10.7,11.75,0.0,0.0,161.6666667,53.02333333,21.55,65.5,원주시
원주,3,150.11,8.1,22.01666667,-3.816666667,22.85,0.0,0.0,178.9333333,48.23,46.03333333,59.4,원주시
원주,4,150.11,12.91666667,27.36666667,0.666666667,24.66666667,5.916666667,2.433333333,187.7666667,47.53666667,58.95,96.9,원주시
원주,5,150.11,18.11666667,30.16666667,5.483333333,32.0,13.55,5.05,209.1666667,47.59333333,97.68333333,200.9,원주시
원주,6,150.11,22.93333333,33.11666667,13.11666667,57.0,27.51666667,9.25,174.3,39.565,124.8333333,177.1,원주시
원주,7,150.11,25.8,34.91666667,17.95,68.83333333,34.88333333,12.05,139.6,31.15166667,227.7166667,340.8,원주시
원주,8,150.11,25.98333333,35.03333333,17.95,82.71666667,33.55,12.63333333,126.7333333,30.10333333,325.4666667,491.6,원주시
원주,9,150.11,20.98333333,30.46666667,11.43333333,60.63333333,19.58333333,6.983333333,138.8666667,37.23,154.6666667,65.2,원주시
원주,10,150.11,13.45,25.76666667,1.516666667,27.65,9.683333333,4.05,165.3666667,47.44833333,53.28333333,83.9,원주시
원주,11,150.11,7.316666667,21.61666667,-4.566666667,28.6,0.0,0.0,149.9333333,49.00166667,53.3,50.4,원주시
원주,12,150.11,-0.666666667,12.5,-13.48333333,9.783333333,0.0,0.0,142.75,47.73833333,22.48333333,76.9,원주시
의성,1,81.44,-2.083333333,13.08333333,-16.71666667,10.66666667,0.0,0.0,158.7166667,51.445,17.76666667,58.4,의성군
의성,2,81.44,0.616666667,17.25,-13.7,14.36666667,0.0,0.0,158.7666667,51.84333333,19.51666667,54.5,의성군
의성,3,81.44,7.583333333,23.9,-7.25,23.03333333,0.0,0.0,169.05,45.55333333,56.41666667,94.5,의성군
의성,4,81.44,12.38333333,29.41666667,-2.966666667,21.11666667,7.333333333,2.9,178.6333333,45.35833333,64.43333333,87.5,의성군
의성,5,81.44,17.8,32.58333333,2.416666667,26.2,6.783333333,2.666666667,204.5166667,46.78666667,79.75,147.4,의성군
의성,6,81.44,22.51666667,35.0,10.08333333,36.43333333,13.85,6.433333333,170.25,38.89166667,109.6666667,144.0,의성군
의성,7,81.44,25.55,36.1,16.16666667,57.86666667,23.68333333,11.5,127.6166667,28.64666667,229.3833333,354.3,의성군
의성,8,81.44,26.28333333,37.23333333,16.71666667,58.91666667,17.76666667,8.083333333,127.5833333,30.43333333,213.2666667,190.1,의성군
의성,9,81.44,20.7,31.36666667,9.95,49.98333333,15.5,5.15,105.7666667,28.58333333,126.65,184.1,의성군
의성,10,81.44,13.06666667,27.41666667,-1.033333333,32.68333333,6.6,2.45,157.1166667,44.95833333,56.56666667,121.0,의성군
의성,11,81.44,6.6,23.35,-6.8,22.7,0.0,0.0,148.35,48.16,36.68333333,36.4,의성군
의성,12,81.44,-0.883333333,14.56666667,-14.96666667,11.51666667,0.0,0.0,151.7333333,50.26166667,21.86666667,81.4,의성군
이천,1,80.09,-2.466666667,10.96666667,-16.11666667,16.75,0.0,0.0,152.4,49.45333333,24.55,71.3,이천시
이천,2,80.09,0.316666667,14.51666667,-12.8,13.71666667,0.0,0.0,150.65,49.39,23.91666667,58.9,이천시
이천,3,80.09,7.55,22.33333333,-5.85,26.86666667,0.0,0.0,167.2,45.05333333,57.21666667,99.8,이천시
이천,4,80.09,12.46666667,28.18333333,-1.0,32.85,7.2,2.333333333,181.5166667,45.97,69.86666667,117.5,이천시
이천,5,80.09,17.83333333,31.01666667,4.683333333,28.3,12.0,5.633333333,187.5,42.68333333,110.6666667,181.6,이천시
이천,6,80.09,22.66666667,33.46666667,11.98333333,53.08333333,14.78333333,6.666666667,154.6833333,35.13333333,121.3,187.1,이천시
이천,7,80.09,25.63333333,35.21666667,17.58333333,92.11666667,35.68333333,11.18333333,121.4166667,27.10666667,310.5,412.5,이천시
이천,8,80.09,25.86666667,35.91666667,17.05,97.06666667,30.45,12.03333333,116.1666667,27.60166667,329.0666667,522.2,이천시
이천,9,80.09,20.68333333,30.93333333,10.25,68.01666667,21.48333333,7.116666667,116.6166667,31.265,185.2,145.1,이천시
이천,10,80.09,13.01666667,26.7,-0.35,27.86666667,9.95,3.616666667,138.4166667,39.70666667,61.03333333,109.3,이천시
이천,11,80.09,6.583333333,22.1,-6.183333333,38.98333333,0.0,0.0,130.7333333,42.7,67.4,55.5,이천시
이천,12,80.09,-1.333333333,12.85,-15.4,11.23333333,0.0,0.0,128.2833333,42.89166667,29.13333333,94.4,이천시
인제,1,201.78,-3.883333333,10.33333333,-17.26666667,14.53333333,0.0,0.0,136.2666667,44.53,24.41666667,83.3,인제군
인제,2,201.78,-1.033333333,13.51666667,-14.38333333,10.55,0.0,0.0,139.7666667,45.99333333,16.88333333,42.7,인제군
인제,3,201.78,6.05,21.68333333,-6.8,22.3,0.0,0.0,156.5166667,42.20333333,43.38333333,70.2,인제군
인제,4,201.78,11.03333333,27.35,-2.216666667,29.33333333,6.833333333,2.55,164.15,41.465,69.93333333,98.0,인제군
인제,5,201.78,16.36666667,30.43333333,2.8,38.41666667,10.38333333,5.666666667,177.8166667,40.295,103.1833333,171.0,인제군
인제,6,201.78,21.18333333,33.43333333,10.81666667,52.53333333,15.38333333,6.866666667,148.1166667,33.425,145.7,297.8,인제군
인제,7,201.78,24.3,34.56666667,16.01666667,47.23333333,24.58333333,9.2,128.75,28.595,175.9833333,159.6,인제군
인제,8,201.78,24.38333333,34.65,16.15,101.1666667,29.0,11.65,100.4,23.78666667,319.4,521.7,인제군
인제,9,201.78,19.18333333,30.1,10.13333333,63.1,14.95,5.8,112.95,30.25333333,145.95,160.5,인제군
인제,10,201.78,11.73333333,24.85,-0.366666667,28.1,7.266666667,2.45,126.4,36.33666667,57.1,114.2,인제군
인제,11,201.78,5.883333333,21.18333333,-6.866666667,35.18333333,0.05,0.0333333333,120.8,39.675,58.98333333,39.3,인제군
인제,12,201.78,-2.05,11.91666667,-15.7,6.716666667,0.0,0.0,117.0,39.59666667,17.21666667,55.3,인제군
임실,1,247.04,-1.466666667,12.61666667,-15.4,12.53333333,0.0,0.0,122.5833333,39.30833333,31.85,71.8,임실군
임실,2,247.04,0.716666667,16.51666667,-12.0,11.5,0.0,0.0,143.0333333,46.55833333,26.78333333,52.5,임실군
임실,3,247.04,7.183333333,22.8,-6.366666667,20.36666667,0.0,0.0,168.9166667,45.50666667,67.06666667,70.9,임실군
임실,4,247.04,11.7,27.51666667,-2.716666667,26.83333333,7.45,2.733333333,184.1833333,46.85833333,70.41666667,89.2,임실군
임실,5,247.04,16.85,29.78333333,2.283333333,35.66666667,10.1,4.916666667,194.6833333,44.68666667,92.45,217.9,임실군
임실,6,247.04,21.55,32.51666667,10.5,52.41666667,18.23333333,7.333333333,153.6,35.19833333,173.1666667,165.3,임실군
임실,7,247.04,24.61666667,33.26666667,17.16666667,82.06666667,25.46666667,10.28333333,112.6,25.39833333,332.7166667,574.7,임실군
임실,8,247.04,25.33333333,34.43333333,16.93333333,96.16666667,40.51666667,15.83333333,128.7,30.78666667,342.7666667,489.8,임실군
임실,9,247.04,20.48333333,30.45,9.116666667,50.78333333,23.25,8.1,116.5166667,31.3,128.0666667,84.7,임실군
임실,10,247.04,13.01666667,26.38333333,0.166666667,35.23333333,9.416666667,3.166666667,172.9666667,49.395,58.0,114.0,임실군
임실,11,247.04,7.166666667,22.01666667,-4.75,31.63333333,0.0,0.0,126.1666667,40.755,70.6,59.6,임실군
임실,12,247.04,0.333333333,15.1,-12.81666667,16.98333333,0.0,0.0,109.0833333,35.82333333,42.45,120.3,임실군
장수,1,406.87,-2.316666667,12.46666667,-16.83333333,16.48333333,0.0,0.0,136.5,43.78166667,37.38333333,106.8,장수군
장수,2,406.87,-0.116666667,14.81666667,-12.98333333,17.65,0.0,0.0,145.1333333,47.235,31.65,58.7,장수군
장수,3,406.87,6.416666667,21.45,-7.033333333,22.0,0.0,0.0,167.25,45.05666667,75.96666667,91.3,장수군
장수,4,406.87,10.9,26.56666667,-4.066666667,28.9,6.783333333,2.333333333,176.2833333,44.845,80.45,124.8,장수군
장수,5,406.87,16.21666667,28.73333333,2.0,41.18333333,11.73333333,4.866666667,187.65,43.065,105.3166667,235.4,장수군
장수,6,406.87,20.9,31.38333333,9.75,78.65,26.16666667,8.266666667,153.3166667,35.12833333,214.3833333,198.0,장수군
장수,7,406.87,23.81666667,32.78333333,15.46666667,91.28333333,25.68333333,10.0,109.0833333,24.59666667,351.7666667,657.3,장수군
장수,8,406.87,24.45,33.73333333,14.98333333,119.5833333,34.6,12.33333333,116.3333333,27.825,353.6166667,535.0,장수군
장수,9,406.87,19.28333333,29.65,7.716666667,52.1,26.1,9.383333333,105.0833333,28.21833333,165.5333333,193.3,장수군
장수,10,406.87,11.71666667,25.73333333,-1.466666667,36.76666667,8.15,3.0,162.9,46.52,68.56666667,135.0,장수군
장수,11,406.87,6.05,21.85,-5.983333333,38.96666667,0.0,0.0,128.9,41.65166667,70.13333333,66.8,장수군
장수,12,406.87,-0.7,13.96666667,-13.93333333,15.23333333,0.0,0.0,117.3166667,38.76833333,36.85,103.9,장수군
장흥,1,43.99,1.583333333,15.11666667,-10.78333333,21.56666667,0.0,0.0,153.2166667,48.765,41.5,99.1,장흥군
장흥,2,43.99,3.283333333,17.4,-8.433333333,16.08333333,0.0,0.0,151.55,49.12666667,28.36666667,41.2,장흥군
장흥,3,43.99,8.766666667,22.83333333,-4.433333333,36.95,0.0,0.0,178.3,48.01666667,98.61666667,120.4,장흥군
장흥,4,43.99,12.75,26.15,-1.85,39.91666667,10.63333333,3.0,182.7666667,46.62666667,84.86666667,58.4,장흥군
장흥,5,43.99,17.7,29.16666667,3.05,49.28333333,11.28333333,3.8,197.95,45.67333333,131.6833333,285.4,장흥군
장흥,6,43.99,22.21666667,31.66666667,12.55,79.33333333,33.75,10.8,164.15,37.84333333,201.25,227.1,장흥군
장흥,7,43.99,25.5,33.78333333,18.56666667,125.1166667,32.25,11.06666667,120.0166667,27.21166667,323.85,487.9,장흥군
장흥,8,43.99,26.61666667,34.9,18.45,97.11666667,41.38333333,14.76666667,154.7166667,37.13666667,265.6333333,264.4,장흥군
장흥,9,43.99,22.03333333,31.28333333,11.41666667,63.18333333,23.85,8.4,123.2,33.10166667,169.9666667,155.9,장흥군
장흥,10,43.99,15.1,27.26666667,2.066666667,56.45,16.13333333,5.1,189.0833333,53.88,86.15,229.0,장흥군
장흥,11,43.99,9.616666667,23.21666667,-3.1,17.68333333,0.0,0.0,152.05,48.82833333,42.86666667,72.9,장흥군
장흥,12,43.99,3.0,16.55,-8.55,12.06666667,0.0,0.0,142.4,46.475,24.75,48.2,장흥군
정읍,1,56.65,-0.0333333333,12.65,-12.05,13.68333333,0.0,0.0,134.2333333,43.01166667,33.35,69.6,정읍시
정읍,2,56.65,1.716666667,16.56666667,-9.066666667,14.23333333,0.0,0.0,147.95,48.13,32.18333333,50.2,정읍시
정읍,3,56.65,7.966666667,23.05,-3.883333333,19.5,0.0,0.0,178.5833333,48.10333333,60.26666667,76.1,정읍시
정읍,4,56.65,12.48333333,27.01666667,-0.266666667,26.35,7.866666667,2.366666667,188.25,47.895,68.71666667,91.0,정읍시
정읍,5,56.65,17.86666667,30.08333333,5.5,37.65,11.4,4.65,192.75,44.26166667,88.83333333,195.1,정읍시
정읍,6,56.65,22.3,33.26666667,12.81666667,61.9,24.66666667,9.283333333,152.9666667,35.08833333,153.4,161.9,정읍시
정읍,7,56.65,25.61666667,34.21666667,18.65,99.2,39.23333333,12.08333333,118.5166667,26.735,324.2166667,596.2,정읍시
정읍,8,56.65,26.51666667,35.0,18.73333333,94.96666667,41.55,15.15,126.6666667,31.96166667,295.95,396.0,정읍시
정읍,9,56.65,21.55,31.15,11.83333333,64.83333333,24.53333333,11.18333333,130.3833333,35.01666667,182.65,197.4,정읍시
정읍,10,56.65,14.58333333,27.2,3.366666667,31.83333333,7.566666667,2.65,179.9833333,51.38833333,60.1,146.4,정읍시
정읍,11,56.65,9.05,22.7,-2.133333333,30.81666667,0.0,0.0,140.1166667,45.24833333,71.46666667,55.1,정읍시
정읍,12,56.65,1.983333333,15.58333333,-10.11666667,21.85,0.0,0.0,121.1166667,39.765,52.56666667,100.9,정읍시
제주,1,20.79,6.666666667,17.31666667,-0.733333333,31.5,0.0,0.0,68.16666667,21.50833333,65.2,92.5,제주시
제주,2,20.79,7.45,19.0,-0.183333333,25.25,0.0,0.0,96.21666667,31.05166667,53.63333333,64.5,제주시
제주,3,20.79,11.65,22.5,3.433333333,25.95,0.0,0.0,155.9666667,41.97333333,80.31666667,68.4,제주시
제주,4,20.79,15.03333333,26.18333333,6.45,24.76666667,9.783333333,3.616666667,185.8666667,47.56666667,74.35,66.1,제주시
제주,5,20.79,19.23333333,30.58333333,11.23333333,29.0,9.3,2.733333333,189.55,43.98666667,90.21666667,260.2,제주시
제주,6,20.79,22.81666667,31.71666667,16.43333333,70.21666667,21.48333333,8.45,156.9833333,36.44166667,176.2333333,99.1,제주시
제주,7,20.79,26.83333333,35.36666667,21.15,92.15,42.8,11.66666667,136.0333333,31.05166667,235.4666667,461.4,제주시
제주,8,20.79,28.53333333,35.4,22.41666667,112.85,31.05,11.06666667,176.9666667,42.66833333,215.6333333,252.2,제주시
제주,9,20.79,24.21666667,31.95,17.73333333,141.8166667,33.46666667,11.33333333,114.4,30.76666667,340.3666667,526.1,제주시
제주,10,20.79,18.98333333,27.66666667,11.56666667,88.75,20.11666667,7.533333333,158.35,44.96666667,113.25,324.9,제주시
제주,11,20.79,14.25,25.08333333,6.25,20.66666667,0.0,0.0,116.6833333,37.20333333,50.83333333,60.3,제주시
제주,12,20.79,8.55,18.61666667,-0.15,18.01666667,0.0,0.0,63.78333333,20.60166667,52.38333333,66.5,제주시
제천,1,264.62,-4.1,9.966666667,-17.58333333,14.58333333,0.0,0.0,163.9666667,53.18166667,21.63333333,67.1,제천시
제천,2,264.62,-1.1,13.61666667,-14.76666667,12.8,0.566666667,0.183333333,163.4333333,53.54666667,21.81666667,55.2,제천시
제천,3,264.62,5.933333333,21.45,-7.483333333,22.58333333,0.0,0.0,174.4833333,47.025,54.66666667,86.1,제천시
제천,4,264.62,10.95,27.41666667,-3.25,26.88333333,6.283333333,2.55,179.7833333,45.54333333,65.5,84.0,제천시
제천,5,264.62,16.45,30.53333333,2.166666667,36.58333333,13.7,8.0,199.5,45.43333333,110.1833333,165.0,제천시
제천,6,264.62,21.38333333,33.05,9.9,61.58333333,23.21666667,11.66666667,162.2833333,36.86166667,148.9833333,195.3,제천시
제천,7,264.62,24.38333333,34.1,16.21666667,99.56666667,26.23333333,10.53333333,128.0333333,28.59666667,296.15,446.7,제천시
제천,8,264.62,24.5,34.86666667,15.15,105.3666667,27.75,10.81666667,113.0166667,26.86666667,339.3833333,586.7,제천시
제천,9,264.62,19.25,29.6,8.383333333,61.01666667,22.76666667,11.0,123.95,33.235,170.2666667,140.9,제천시
제천,10,264.62,11.38333333,25.46666667,-1.933333333,29.43333333,9.95,5.766666667,157.2,45.08333333,55.36666667,93.0,제천시
제천,11,264.62,5.133333333,20.96666667,-7.8,26.98333333,0.0166666667,0.0166666667,149.4333333,48.77666667,52.08333333,67.6,제천시
제천,12,264.62,-2.883333333,11.9,-17.18333333,15.05,0.0,0.0,144.0166667,48.08833333,32.06666667,99.0,제천시
진도,1,477.745,-0.9,10.45,-10.7,22.6,0.0,0.0,94.75,30.12,36.35,35.3,진도군
진도,2,477.745,0.35,14.3,-8.9,18.3,0.0,0.0,75.85,24.745,30.0,7.0,진도군
진도,3,477.745,6.7,20.85,-3.45,31.5,0.0,0.0,107.3,28.915,97.6,97.2,진도군
진도,4,477.745,11.3,25.8,-0.05,39.55,10.9,3.05,85.05,21.73,108.3,102.4,진도군
진도,5,477.745,16.25,26.35,6.15,73.6,16.6,3.9,138.0,31.88,135.6,0.2,진도군
진도,6,477.745,19.35,29.15,12.55,84.45,35.75,11.65,94.85,21.905,192.4,55.6,진도군
진도,7,477.745,23.1,32.4,16.55,72.5,18.75,5.6,52.65,11.95,166.75,212.9,진도군
진도,8,477.745,24.75,34.1,20.15,101.7,12.15,6.65,24.3,35.115,138.5,73.4,진도군
진도,9,477.745,19.3,29.7,11.6,55.8,38.4,12.1,0.0,0.0,168.0,0.0,진도군
진도,10,477.745,12.9,23.8,5.4,111.8,23.9,6.0,0.0,0.0,224.8,0.0,진도군
진도,11,477.745,9.0,19.0,0.7,26.7,0.0,0.0,0.0,0.0,45.2,0.0,진도군
진도,12,477.745,1.4,17.1,-8.6,12.3,0.0,0.0,0.0,0.0,34.6,0.0,진도군
진주,1,26.96,0.833333333,15.4,-12.18333333,23.63333333,0.0,0.0,175.3166667,55.99333333,38.7,105.7,진주시
진주,2,26.96,3.25,17.73333333,-9.533333333,19.35,0.0,0.0,175.6,57.03333333,28.76666667,46.1,진주시
진주,3,26.96,9.0,23.35,-4.35,40.03333333,0.0,0.0,202.05,54.42166667,97.56666667,138.1,진주시
진주,4,26.96,13.13333333,26.73333333,-0.733333333,42.56666667,11.05,3.166666667,201.7,51.37666667,93.91666667,59.9,진주시
진주,5,26.96,18.11666667,30.2,4.416666667,73.8,14.31666667,3.866666667,211.65,48.7,136.4166667,363.1,진주시
진주,6,26.96,22.33333333,32.7,11.7,79.33333333,26.6,8.483333333,183.6833333,42.28333333,201.9833333,201.6,진주시
진주,7,26.96,25.41666667,34.13333333,18.11666667,111.9,29.71666667,10.31666667,142.8666667,32.29166667,357.35,369.5,진주시
진주,8,26.96,26.71666667,36.25,18.11666667,77.23333333,33.46666667,13.16666667,172.5166667,41.33833333,258.65,374.2,진주시
진주,9,26.96,21.76666667,31.38333333,11.5,73.7,37.71666667,12.88333333,132.1833333,35.51833333,220.2,229.8,진주시
진주,10,26.96,14.98333333,27.76666667,1.65,62.11666667,14.88333333,6.1,195.6666667,56.54666667,84.28333333,217.0,진주시
진주,11,26.96,8.933333333,23.33333333,-3.183333333,25.36666667,0.0,0.0,171.6833333,55.305,45.3,66.3,진주시
진주,12,26.96,2.166666667,16.53333333,-10.15,16.38333333,0.0,0.0,171.4833333,56.20333333,31.15,96.8,진주시
철원,1,155.48,-5.15,9.383333333,-19.73333333,15.16666667,0.0,0.0,160.95,52.655,23.31666667,79.7,철원군
철원,2,155.48,-1.8,12.78333333,-16.25,8.383333333,0.0,0.0,168.55,55.49333333,15.91666667,46.8,철원군
철원,3,155.48,5.716666667,20.36666667,-8.216666667,23.53333333,0.0,0.0,201.2833333,54.26833333,46.81666667,91.2,철원군
철원,4,155.48,11.08333333,26.88333333,-3.166666667,31.46666667,5.733333333,1.833333333,213.7333333,53.985,67.16666667,121.5,철원군
철원,5,155.48,16.85,30.01666667,3.783333333,57.23333333,12.38333333,4.566666667,239.65,54.27,137.7833333,248.6,철원군
철원,6,155.48,21.53333333,32.35,11.61666667,60.3,20.81666667,10.46666667,204.8333333,46.53333333,166.1333333,380.1,철원군
철원,7,155.48,24.85,34.33333333,16.41666667,66.88333333,30.38333333,13.73333333,190.2166667,42.25166667,235.3666667,266.2,철원군
철원,8,155.48,24.81666667,34.41666667,15.66666667,139.05,44.78333333,16.18333333,165.1,39.09666667,411.4166667,746.1,철원군
철원,9,155.48,19.76666667,30.46666667,8.75,59.05,21.1,10.33333333,179.2333333,48.01166667,147.7833333,202.0,철원군
철원,10,155.48,11.83333333,25.36666667,-1.866666667,39.56666667,13.63333333,4.683333333,184.7833333,53.14,71.76666667,158.0,철원군
철원,11,155.48,5.033333333,20.75,-9.0,39.68333333,0.0166666667,0.0166666667,148.0333333,48.65,72.15,51.9,철원군
철원,12,155.48,-3.3,11.16666667,-18.28333333,6.35,0.0,0.0,144.2166667,48.89,18.65,68.2,철원군
춘천,1,76.145,-3.683333333,9.683333333,-17.21666667,16.36666667,0.0,0.0,150.7166667,49.20833333,26.66666667,78.7,춘천시
춘천,2,76.145,-0.416666667,14.03333333,-13.86666667,13.83333333,0.0,0.0,162.4333333,53.41666667,22.33333333,53.1,춘천시
춘천,3,76.145,7.066666667,21.83333333,-5.833333333,25.35,0.0,0.0,177.5166667,47.85666667,50.28333333,94.8,춘천시
춘천,4,76.145,12.3,28.05,-1.6,34.65,5.8,2.016666667,188.2166667,47.56833333,74.01666667,125.1,춘천시
춘천,5,76.145,17.88333333,31.21666667,4.216666667,43.23333333,10.85,5.05,212.1,48.095,107.6833333,191.0,춘천시
춘천,6,76.145,22.8,34.05,12.58333333,65.53333333,21.21666667,6.983333333,182.7333333,41.26,170.2833333,326.7,춘천시
춘천,7,76.145,25.98333333,35.46666667,17.76666667,68.38333333,23.15,7.983333333,154.1,34.28,219.6166667,144.0,춘천시
춘천,8,76.145,25.95,35.48333333,17.68333333,106.6666667,37.58333333,13.91666667,135.4666667,32.11333333,365.3333333,644.1,춘천시
춘천,9,76.145,20.71666667,30.91666667,11.38333333,60.43333333,18.3,7.166666667,139.7666667,37.45,142.5333333,186.8,춘천시
춘천,10,76.145,12.85,25.58333333,-0.383333333,39.01666667,10.73333333,4.8,148.6,42.705,67.33333333,137.2,춘천시
춘천,11,76.145,6.05,20.91666667,-7.1,45.8,0.0,0.0,136.25,44.705,69.91666667,33.2,춘천시
춘천,12,76.145,-2.083333333,11.51666667,-15.83333333,9.816666667,0.0,0.0,128.9833333,43.32,23.95,86.9,춘천시
충주,1,114.85,-2.8,10.86666667,-15.81666667,12.28333333,0.0,0.0,152.05,49.255,19.53333333,58.2,충주시
충주,2,114.85,0.05,14.68333333,-12.86666667,15.45,0.433333333,0.2,160.0833333,52.80333333,24.43333333,58.6,충주시
충주,3,114.85,7.316666667,22.38333333,-5.8,22.71666667,0.0,0.0,181.0,48.77833333,50.13333333,63.8,충주시
충주,4,114.85,12.31666667,28.15,-1.683333333,22.21666667,6.2,2.45,193.9166667,49.145,55.6,82.0,충주시
충주,5,114.85,17.73333333,31.03333333,3.716666667,33.9,15.58333333,8.85,208.25,47.47166667,102.65,171.4,충주시
충주,6,114.85,22.6,33.36666667,11.31666667,57.38333333,21.38333333,9.583333333,163.0833333,37.06333333,137.4,180.0,충주시
충주,7,114.85,25.6,34.86666667,17.86666667,89.45,33.11666667,15.1,128.55,28.745,313.0166667,405.1,충주시
충주,8,114.85,25.93333333,35.61666667,17.3,92.26666667,30.55,14.21666667,127.2833333,30.29,317.7833333,403.0,충주시
충주,9,114.85,20.75,30.76666667,10.38333333,75.98333333,32.0,12.41666667,145.7666667,39.08833333,180.3333333,140.5,충주시
충주,10,114.85,12.76666667,26.1,-0.816666667,29.01666667,9.8,4.266666667,161.5666667,46.31,56.5,85.8,충주시
충주,11,114.85,6.433333333,22.31666667,-6.1,27.76666667,0.0,0.0,143.35,46.72333333,56.63333333,54.6,충주시
충주,12,114.85,-1.6,13.08333333,-15.16666667,15.38333333,0.0,0.0,129.2666667,43.08666667,33.05,90.7,충주시
태백,1,714.45,-4.066666667,9.183333333,-16.98333333,8.166666667,0.0,0.0,129.6,42.03333333,19.01666667,79.3,태백시
태백,2,714.45,-1.983333333,11.86666667,-15.11666667,11.73333333,0.0,0.0,139.4666667,45.68666667,15.46666667,34.1,태백시
태백,3,714.45,4.55,19.73333333,-9.183333333,27.63333333,0.0,0.0,168.7833333,45.48166667,64.73333333,75.8,태백시
태백,4,714.45,9.066666667,24.71666667,-3.516666667,31.43333333,5.766666667,1.966666667,172.7833333,43.76833333,71.93333333,94.7,태백시
태백,5,714.45,14.76666667,29.08333333,0.7,41.45,13.21666667,4.616666667,194.3,44.245,93.31666667,144.3,태백시
태백,6,714.45,18.95,32.06666667,9.066666667,53.4,16.23333333,7.133333333,160.9,36.55666667,134.5333333,196.9,태백시
태백,7,714.45,21.93333333,32.43333333,13.61666667,66.93333333,18.63333333,8.433333333,122.1333333,27.275,227.8333333,182.3,태백시
